Ticker,Sector,ROE,Net Profit Margin,Debt to Equity,PE ratio,Revenue Growth,2015 PRICE VAR [%],Class
EGRX,Healthcare,-0.5432,-0.9413,0.0,0.0,0.3962,400.6775988299584,1
CRBP,Healthcare,-0.4333,0.0,0.0246,0.0,0.0,-41.901407534346326,0
MTD,Healthcare,0.47,0.1361,0.6281,25.8292,0.045,12.313293980027687,1
CBPO,Healthcare,0.3344,0.2915,0.4616,23.5895,0.1962,110.428379816295,1
ICLR,Healthcare,0.1815,0.1147,0.0,18.2107,0.1252,50.55221086871617,1
IOVA,Healthcare,-0.2684,0.0,0.0,0.0,0.0,-4.0993837605498,0
OSUR,Healthcare,-0.0291,-0.0433,0.0,0.0,0.076,-35.27638009375912,0
ELGX,Healthcare,-0.2611,-0.2197,0.5671,0.0,0.1159,-33.867734122781165,0
CUTR,Healthcare,-0.1318,-0.1358,0.0,0.0,0.0475,17.771642414271394,1
RARE,Healthcare,-0.3493,0.0,0.0,0.0,0.0,141.7672340864236,1
CBM,Healthcare,0.2281,0.153,0.2388,11.6237,0.1774,118.21130824406816,1
FLXN,Healthcare,-0.1884,0.0,0.0246,0.0,0.0,-4.698312996298593,0
CFMS,Healthcare,-0.9176,-0.9489,0.2131,0.0,0.3928,15.266672770182293,1
ENZ,Healthcare,-0.27,-0.104,0.0815,0.0,0.0239,1.1235998399541551,1
CDXS,Healthcare,-0.7248,-0.5401,0.0,0.0,0.106,51.61290598240932,1
OTIC,Healthcare,-0.2791,0.0,0.0,0.0,0.0,-19.565217391304348,0
CPRX,Healthcare,-0.4401,0.0,0.0,0.0,0.0,-16.666666666666664,0
GBT,Healthcare,0.4218,0.0,0.0,0.0,0.0,1993.9119955966685,1
SEM,Healthcare,0.1631,0.0394,2.1294,15.8242,0.03,-14.662276965926864,0
IVC,Healthcare,-0.0992,-0.0441,0.036,0.0,-0.0482,6.9187636066711855,1
EHC,Healthcare,0.4691,0.0935,4.4615,15.6341,0.0566,-3.869662052788143,0
MYGN,Healthcare,0.2451,0.2264,0.0,16.7039,0.2691,24.703840179948784,1
LHCG,Healthcare,0.0685,0.0298,0.1915,24.5512,0.1145,46.52216479813143,1
ABIO,Healthcare,-0.6573,0.0,0.0,0.0,0.0,-36.12637268266736,0
SRRA,Healthcare,0.2214,0.0,0.0,0.0,0.0,-51.16883008309971,0
UTHR,Healthcare,0.2738,0.264,0.1018,18.3414,0.1536,22.61019063212157,1
AMED,Healthcare,0.0322,0.0106,0.293,75.2564,-0.0359,35.86730811753459,1
GMED,Healthcare,0.158,0.195,0.0,24.2551,0.0919,17.284993676881786,1
VERU,Healthcare,0.0867,0.0993,0.0,38.7778,-0.2215,-62.82051250701042,0
CSU,Healthcare,-0.1709,-0.0628,4.8262,0.0,0.0958,-15.649005271007791,0
IART,Healthcare,0.0483,0.0427,0.8945,52.1442,0.1433,26.952612013774363,1
CNAT,Healthcare,-0.672,0.0,0.0301,0.0,0.0,-64.40049369443285,0
ADMS,Healthcare,0.061,0.1606,0.0,28.95,-0.2145,61.92109814426643,1
RMTI,Healthcare,-0.3104,-0.3936,0.0,0.0,0.0345,0.8867010440432186,1
ALKS,Healthcare,-0.0215,-0.0486,0.2547,0.0,0.0751,36.29806827901811,1
SBBP,Healthcare,-0.5138,0.0,0.0,0.0,0.0,-24.00000095367432,0
WCG,Healthcare,0.0399,0.0049,0.5639,56.5931,0.3602,-3.289234044476152,0
NVRO,Healthcare,-0.1783,-0.9419,0.1134,0.0,0.3861,73.32477744253494,1
FMS,Healthcare,0.1107,0.066,1.0024,21.4682,0.0836,15.645295571316955,1
RDY,Healthcare,0.2369,0.1628,0.4927,20.7722,0.0315,-7.133298439732809,0
RDUS,Healthcare,-0.9845,0.0,0.3844,0.0,0.0,49.33269178041488,1
MGLN,Healthcare,0.07,0.0211,0.238,20.1443,0.0603,4.3669565612661785,1
ADMP,Healthcare,-0.6692,0.0,0.0346,0.0,0.0,-12.052113798199867,0
ACRS,Healthcare,0.4104,0.0,0.0,0.0,0.0,144.90909576416016,1
MD,Healthcare,0.1401,0.1301,0.2512,20.5311,0.1323,8.444312464338239,1
ZGNX,Healthcare,0.1553,0.2966,0.4188,22.8333,-0.1231,29.753523033376165,1
VIVO,Healthcare,0.2158,0.184,0.0,21.0595,0.0008,30.80505247216701,1
ACOR,Healthcare,0.0327,0.044,0.5387,95.0465,0.1934,5.603556040033324,1
LGND,Healthcare,0.4569,0.1863,7.4439,90.1864,0.3178,101.78670964573156,1
BIO,Healthcare,0.0407,0.0408,0.1995,39.1429,0.0199,15.213963789061026,1
VBLT,Healthcare,-0.4959,0.0,0.0,1.9126,0.0,-22.074070683232065,0
TVTY,Healthcare,-0.0183,-0.0137,0.8264,0.0,-0.389,-33.6597930998614,0
TECH,Healthcare,0.1395,0.3101,0.0163,30.7542,0.1519,-0.2495701817566122,0
ATRA,Healthcare,-0.2714,0.0,0.0,0.0,0.0,-1.0861457200026574,0
GLYC,Healthcare,-0.2189,-0.7401,0.0,0.0,2.7637,-23.11828298118845,0
ICUI,Healthcare,0.0518,0.0852,0.0,47.6163,-0.0142,40.15160565236964,1
SYBX,Healthcare,0.3302,0.0,0.0,0.0,0.0,-10.714285714285714,0
LMAT,Healthcare,0.0574,0.0551,0.0,31.875,0.1014,123.83972571653491,1
BLRX,Healthcare,-0.3482,0.0,0.0,0.0,0.0,-23.976607056505927,0
CMD,Healthcare,0.1185,0.0885,0.2204,31.9333,0.1499,45.72599603411327,1
ADUS,Healthcare,0.0957,0.0391,0.0286,21.6696,0.1767,-3.0807650167174896,0
HIIQ,Healthcare,-0.0088,-0.0038,0.0,0.0,0.5671,-9.703507542124257,0
SIEN,Healthcare,-0.0608,-0.1299,0.2659,0.0,0.2719,-64.1863289148156,0
ITGR,Healthcare,0.0669,0.0546,0.3644,29.0066,0.0275,7.891492323529289,1
RGEN,Healthcare,0.0731,0.1286,0.0,79.2,-0.0678,40.7462705404126,1
EBS,Healthcare,0.0664,0.0908,0.4537,27.7857,0.2933,48.73605534913096,1
SAGE,Healthcare,-0.2774,0.0,0.0,0.0,0.0,50.64598989075674,1
CALA,Healthcare,-0.2163,0.0,0.0,0.0,0.0,-63.349282357782286,0
ARDX,Healthcare,-0.053,-0.1016,0.0,0.0,0.0932,-10.562681961857736,0
TRVN,Healthcare,-0.501,0.0,0.0172,0.0,-1.0,85.84070482776093,1
LJPC,Healthcare,-0.4398,0.0,0.0,0.0,0.0,50.50166776050378,1
VSTM,Healthcare,-0.6012,0.0,0.0,0.0,0.0,-80.31745976881925,0
ENTA,Healthcare,0.2317,0.7214,0.0,21.0479,0.4894,-34.54905855616924,0
HBIO,Healthcare,0.0247,0.0217,0.2247,81.0,0.0332,-36.79416806417308,0
INGN,Healthcare,0.0578,0.0607,0.0052,95.0606,0.4917,28.370159270636712,1
PEN,Healthcare,0.0673,-0.0066,0.0,0.0,0.4126,9864.814673161807,1
ANIP,Healthcare,0.2057,0.5136,0.7622,21.6054,0.8606,-20.81066899640532,0
PRSC,Healthcare,0.0916,0.0186,2.5958,26.5985,0.3682,24.75404787957201,1
FATE,Healthcare,-0.9133,0.0,0.6919,0.0,-1.0,-34.435798188779465,0
AMPH,Healthcare,-0.038,-0.0508,0.155,0.0,-0.0837,20.18580539567013,1
CNMD,Healthcare,0.0554,0.0435,0.4153,38.4274,-0.0297,-0.5040676474687309,0
CYTK,Healthcare,-0.1591,-0.312,0.0,0.0,0.5316,41.92673270785927,1
FONR,Healthcare,0.4107,0.1518,0.4493,7.5309,0.3939999999999999,68.22611933569985,1
CRY,Healthcare,0.0492,0.0506,0.0,43.5769,0.0275,-3.071986291085819,0
AGIO,Healthcare,-0.1261,-0.8186,0.0,0.0,1.5582,-40.85277249870243,0
CO,Healthcare,0.0919,0.2303,0.5838,15.5099,0.0927,36.9892237974212,1
EARS,Healthcare,-0.3413,0.0,0.0,0.0,0.0,24.111675126903556,1
HSKA,Healthcare,0.0695,0.0289999999999999,0.0111,41.2045,0.1468,114.5313301836164,1
USPH,Healthcare,0.1308,0.0627,0.2435,26.7261,0.1553,34.09485452468244,1
TARO,Healthcare,0.3549,0.4746,0.0176,13.6364,0.1316,4.8365179858127405,1
ASMB,Healthcare,-0.4062,0.0,0.0,0.0,0.0,-4.695429951593769,0
CHE,Healthcare,0.22,0.0682,0.3268,18.2504,0.0304,43.71057543606848,1
MEIP,Healthcare,-0.6007,0.0,0.0,0.0,0.0,-63.04849764356543,0
XENT,Healthcare,-0.3412,-0.4759,0.0,0.0,1.152,22.950824798034706,1
AFMD,Healthcare,-0.0081,-0.0766,0.1225,0.0,-0.4149,14.102566453832226,1
EIGR,Healthcare,-0.021,0.0,0.0,0.0,0.0,-92.71194839639224,0
ATRC,Healthcare,-0.1223,-0.1509,0.0306,0.0,0.3122,13.44792596093291,1
SRDX,Healthcare,0.1218,0.2095,0.0,20.6364,0.0233,-8.322026692873226,0
ENSG,Healthcare,0.1389,0.035,0.2642,25.953000000000003,0.1358,5.470347782828536,1
ALDX,Healthcare,-0.8255,0.0,0.1994,0.0,0.0,-7.1232872238345415,0
CSII,Healthcare,-0.2321,-0.2583,0.0158,0.0,0.3149,-48.84979648602625,0
RTIX,Healthcare,0.0161,0.0103,0.4522,0.0,0.3275,-22.912622231184912,0
NEOG,Healthcare,0.0919,0.1138,0.0,48.0223,0.1922,15.86716517237267,1
GNMX,Healthcare,-0.6214,0.0,0.0,0.0,0.0,14.015146623356364,1
GALT,Healthcare,-0.7449,0.0,0.0,0.0,0.0,-51.76470765605512,0
DFFN,Healthcare,-0.3761,0.0,0.0,0.0,0.0,-69.23076923076923,0
OFIX,Healthcare,-0.0285,-0.0212,0.0,0.0,0.0117,31.88698179684947,1
GLMD,Healthcare,-0.2898,0.0,0.0,0.0,0.0,30.53173641684761,1
ZFGN,Healthcare,-0.3493,0.0,0.0724,0.0,0.0,-79.65717999245572,0
KIN,Healthcare,-0.2741,0.0,0.0,0.0,0.0,-54.30107433846376,0
PLXP,Healthcare,-0.5234,0.0,0.0,0.0,0.0,-9.531504800224877,0
APTO,Healthcare,-0.3711,0.0,0.0186,0.0,0.0,-57.8333338101705,0
VCYT,Healthcare,-0.7099,-0.7691,0.119,0.0,0.7451,-23.80952429008533,0
CGEN,Healthcare,-0.1045,-0.8971,0.0,0.0,2.4846,-25.69767926692168,0
CLLS,Healthcare,0.0003,0.0008,0.0606,0.0,0.8298,-25.22891400808312,0
FBIO,Healthcare,-0.2891,0.0,0.1986,0.0,0.0,16.24999379118308,1
GLPG,Healthcare,0.1611,0.3689,0.0008,13.8995,-0.1796,239.70826737214864,1
AGRX,Healthcare,-0.4465,0.0,0.4119,0.0,0.0,54.43037917380571,1
SPNE,Healthcare,-0.2689,-0.177,0.0,0.0,-0.0538,-14.099998474121096,0
INFU,Healthcare,0.0723,0.0505,0.5486,21.0,0.0675,3.071669355588772,1
MGNX,Healthcare,-0.3159,-0.8016,0.0,0.0,-0.1764,-11.967029435192757,0
REPH,Healthcare,-0.8524,0.0,0.0,0.0,0.0,210.34482505743907,1
FVE,Healthcare,-0.3766,-0.0643,0.3799,0.0,0.0241,-21.674875782741147,0
ASND,Healthcare,-0.2108,-0.6907,0.0,0.0,-0.3969,-2.7084451988752822,0
ANIK,Healthcare,0.2152,0.3629,0.0,15.6092,0.4064,-4.024141201370643,0
UTMD,Healthcare,0.1763,0.2756,0.0754,19.7533,0.0194,3.458767955754668,1
SNOA,Healthcare,0.3096,0.2733,0.0122,6.9815,-0.1155,-17.857142857142858,0
NHC,Healthcare,0.0727,0.0612,0.0635,19.3951,0.1049,2.062279746619308,1
INFI,Healthcare,-0.0831,-0.1056,0.0,0.0,0.0,-54.09356883325479,0
BIOL,Healthcare,-0.45,-0.3971,0.0,0.0,-0.1555,-68.18181916701893,0
MNOV,Healthcare,-0.4178,0.0,0.0,0.0,-1.0,7.5757576852243265,1
OXFD,Healthcare,-0.3659,-0.4479,0.0098,0.0,0.2764,-15.565344371308406,0
PFNX,Healthcare,-0.1636,-0.9201,0.0637,0.0,-0.1066,65.06666819254558,1
RVP,Healthcare,-0.0878,-0.0682,0.1332,0.0,0.1213,-38.00000190734863,0
ACHV,Healthcare,-0.7704,-0.9677,0.0073,0.0,-0.0926,-47.844824570860006,0
ALT,Healthcare,-0.5448,-0.977,0.0408,0.0,-0.4311,-6.285716465541295,0
CPIX,Healthcare,0.03,0.0657,0.0,42.7143,0.1522,-14.192493789837876,0
LPCN,Healthcare,-0.7729,0.0,0.0,0.0,0.0,139.4444458671067,1
TTNP,Healthcare,-0.2791,-0.6591,0.0,0.0,-0.6521,70.9872295467998,1
FWP,Healthcare,-0.0855,0.0,0.0,0.0,0.0,-9.480699339666646,0
ALBO,Healthcare,-0.6199,0.0,0.0,0.0,0.0,-75.53956925024734,0
JYNT,Healthcare,-0.1939999999999999,-0.4259,0.0,0.0,0.1945,-5.388275050254935,0
AKER,Healthcare,-0.2123,-0.7099,0.0,0.0,0.2374,-67.2972973901801,0
ATRI,Healthcare,0.1859,0.1976,0.0,23.9444,0.0664,12.463655121901429,1
AHPI,Healthcare,-0.1247,-0.0771,0.0,0.0,-0.0566,-36.72316289053839,0
BSTC,Healthcare,0.1536,0.3308,0.0,53.6389,-0.0267,9.227252298006013,1
CHEK,Healthcare,0.7385,0.0,0.0,0.0,0.0,-68.91447287586034,0
DRAD,Healthcare,0.0758,0.0445,0.0,33.5385,0.1262,42.38109365185921,1
EDAP,Healthcare,-0.0338,-0.0191,0.2084,0.0,-0.021,68.57142996162436,1
IRMD,Healthcare,0.0981,0.131,0.0,56.087,0.3803,119.84314264035692,1
NVUS,Healthcare,-0.2251,0.0,0.0,0.0,0.0,-41.04124183226062,0
SLS,Healthcare,-0.9878,0.0,0.2267,0.0,0.0,-5.769230769230767,0
TNXP,Healthcare,-0.7652,0.0,0.0,0.0,0.0,29.56081081081081,1
TRIB,Healthcare,0.0874,0.1641,0.0,23.0395,0.1497,-34.39944409581623,0
XENE,Healthcare,0.1789,0.4589,0.0,4.8054,0.0371,-57.0053495517119,0
AKTX,Healthcare,-0.8759999999999999,0.0,0.24,0.0,0.0,-69.79166666666666,0
ALPN,Healthcare,0.9305,0.0,0.0,0.0,0.0,-48.1233261961166,0
AMS,Healthcare,-0.0444,-0.0618,1.6645,0.0,-0.1232,-36.5517250734617,0
ATEC,Healthcare,-0.0865,-0.0833,0.555,0.0,-0.2447,-78.5714281659548,0
BASI,Healthcare,-0.1122,-0.0435,0.631,0.0,0.114,-28.301883821769056,0
BLFS,Healthcare,-0.2726,-0.5198,0.0,0.0,-0.3083,32.31707897695459,1
BMRA,Healthcare,-0.0365,-0.0421,0.0,0.0,-0.2089,57.31706989088061,1
BPTH,Healthcare,-0.303,0.0,0.0,0.0,0.0,-53.007518796992464,0
BVXV,Healthcare,-0.4681,0.0,0.0,0.0,0.0,-20.799999237060547,0
CANF,Healthcare,-0.9716,0.0,0.0,0.0,0.0,-22.546419402326308,0
CCM,Healthcare,0.0694,0.2055,0.5028,14.369000000000002,0.0554,-8.415944453783112,0
CEMI,Healthcare,-0.0577,-0.0411,0.0,0.0,-0.0644,37.726100292534056,1
CHMA,Healthcare,0.0279,-0.1527,0.0,0.0,-0.82,-2.1500015258789062,0
DVCR,Healthcare,0.4027,0.0138,4.1062,12.6,0.3227,-7.53791515165306,0
DYNT,Healthcare,-0.0451,-0.0099,0.8452,0.0,-0.0709,-23.11688022159924,0
ELMD,Healthcare,-0.1013,-0.0832,0.102,0.0,0.0254,-28.030306793222376,0
EVFM,Healthcare,-0.1658,0.0,0.1493,0.0,0.0,-81.11413002399131,0
ICCC,Healthcare,-0.0181,-0.022,0.0968,0.0,0.2646,47.265627546585215,1
KMDA,Healthcare,-0.1643,-0.1859,0.0932,0.0,0.0063,4.534006686650187,1
LAKE,Healthcare,-0.0027,-0.0013,0.3971,0.0,-0.0392,28.387089629079146,1
MICR,Healthcare,0.091,0.0274,0.5988,32.0833,0.1279,-29.381445136076785,0
MLSS,Healthcare,-0.1162,-0.1647,0.0,0.0,0.0321,0.0,1
MSON,Healthcare,0.0852,0.0817,0.0,35.5789,0.1506,-21.991705645300748,0
NNVC,Healthcare,-0.5820000000000001,0.0,0.1728,0.0,0.0,-56.29629558987088,0
ORMP,Healthcare,-0.2739,0.0,0.0,0.0,0.0,71.00000381469727,1
PDEX,Healthcare,-0.053,-0.0451,0.0016,0.0,-0.1173,-1.2244886043219934,0
PMD,Healthcare,0.2498,0.1098,0.4867,25.25,0.0869,-29.57107292958853,0
PRPH,Healthcare,-0.7311,-0.355,0.0,0.0,-0.1183,5.633814630863541,1
SSY,Healthcare,-0.0164,-0.0074,0.3754,0.0,-0.2245,-34.28571197451373,0
VXRT,Healthcare,-0.1266,-0.3054,0.0,0.0,-0.5761,-21.138209261806026,0
XBIT,Healthcare,-0.368,0.0,0.0,0.0,0.0,-53.24731232017599,0
XTLB,Healthcare,-0.5423,0.0,0.0,0.0,0.0,-27.31958423338397,0
KMI,Energy,0.0301,0.0632,1.2564,47.5393,0.1532,-63.20324900223525,0
XOM,Energy,0.1865,0.0789,0.1669999999999999,12.1645,-0.06,-13.148794585154716,0
HAL,Energy,0.2152,0.1065,0.4782,9.523,0.118,-12.290072462591848,0
MRO,Energy,0.1449,0.2706,0.3027,6.3147,-0.0446,-54.63823823727671,0
SWN,Energy,0.1982,0.2288,1.4944,10.3764,0.1979,-73.83143130824669,0
SLB,Energy,0.1437,0.1119,0.3522,20.3357,0.0732,-16.027079064649698,0
DVN,Energy,0.0746,0.0779,0.5229,15.5751,0.985,-46.40382471411574,0
MPC,Energy,0.2348,0.0257,0.6141,10.2104,-0.0215,16.743705084184,1
COP,Energy,0.1323,0.1237,0.4347,12.4657,-0.0469,-28.862431736268768,0
CHK,Energy,0.1134,0.0829,0.6824,10.1399,0.212,-76.97847342615795,0
CVX,Energy,0.1241,0.0908,0.1794,10.9873,-0.0738,-16.46848608148743,0
NBR,Energy,-0.1366,-0.0985,0.8838,0.0,0.0898,-30.426876719480425,0
SRCI,Energy,0.1025,0.2073,0.1314,56.5263,1.2547,-33.01886573188092,0
APA,Energy,-0.3223,-0.6534,0.4336,0.0,-0.1338,-29.060764266014232,0
KOS,Energy,0.2086,0.3165,0.5589,11.4932,0.0359,-38.679246156979865,0
LPI,Energy,0.1699,0.3345,1.1383,5.5053,0.1934,-26.697247240862627,0
PTEN,Energy,0.0559999999999999,0.0511,0.3391,14.8125,0.1717,-7.224188331973151,0
QEP,Energy,0.1925,0.2382,0.5577,4.6376,0.2265,-32.649271050859284,0
RIG,Energy,-0.1345,-0.2002,0.7352,0.0,-0.0069,-27.500051381285328,0
DNR,Energy,0.1114,0.261,0.6261,4.467,-0.0325,-73.42202973208822,0
EOG,Energy,0.1646,0.1617,0.3337,17.1772,0.2449,-22.66327270207281,0
OAS,Energy,0.2707,0.3646,1.4264,3.2495,0.2174,-56.74882928648599,0
HES,Energy,0.1043,0.2026,0.2696,9.675,-0.1846,-33.50013577445955,0
CVE,Energy,0.073,0.0379,0.5358,24.4487,-0.036,-36.511385710538825,0
FTI,Energy,0.1001,0.0433,0.5988,10.9465,0.1386,-34.44420986563544,0
MDR,Energy,-0.0511,-0.033,0.5809,0.0,-0.1347,10.197371895238456,1
ECA,Energy,0.3502,0.423,0.7579,3.0284,0.3689,-61.92299662187886,0
RES,Energy,0.2274,0.1049,0.2082,11.4386,0.2557,-9.143291069297662,0
WMB,Energy,0.2409,0.2768,2.4589,15.2857,0.1133,-39.517434763895466,0
SU,Energy,0.0649,0.0667,0.3204,20.0695,-0.08,-15.33597439056892,0
PE,Energy,0.0331,0.0775,1.0436,24.5538,1.499,15.168542413249808,1
PAA,Energy,0.1702,0.0318,1.2285,21.4728,0.0288,-52.79243594454981,0
VLO,Energy,0.1756,0.0277,0.3088,7.1948,-0.0524,44.37527023623048,1
AR,Energy,0.1537,0.2476,0.9952,15.7899,1.0719,-47.77349618459437,0
SM,Energy,0.2913,0.2641,1.02,3.893,0.0998,-48.64630901313768,0
EPD,Energy,0.1543,0.0581,1.1827,23.9205,0.0047,-26.989222300624128,0
NBL,Energy,0.1176,0.2373,0.5877,14.1161,0.0199,-28.50942767577693,0
WLL,Energy,0.0114,0.0214,0.9837,62.2642,0.0694,-71.55769818927726,0
CRZO,Energy,0.2051,0.3187,1.2247,8.3367,0.3653,-29.20057255156324,0
CLR,Energy,0.1967,0.2035,1.1935,14.4755,0.4032,-40.7579336730347,0
PXD,Energy,0.1084,0.1834,0.3086,23.2578,0.3866,-16.304217926874326,0
WPX,Energy,0.038,0.065,0.5233,14.358,0.0378,-51.80520701379025,0
WTI,Energy,-0.0229,-0.0123,2.6548,0.0,-0.036,-68.9098250854729,0
XEC,Energy,0.1169999999999999,0.2172,0.3295,17.6373,0.2133,-15.902209595903688,0
SGU,Energy,0.1321,0.0184,0.4559,10.0175,0.1263,27.30052378031931,1
NOV,Energy,0.1209,0.1167,0.153,11.2017,0.1154,-46.64615167713736,0
CPE,Energy,0.0871,0.2487,0.7414,8.1343,0.4806,55.01858689931593,1
BP,Energy,0.0339,0.0105,0.4743,30.9165,-0.0947,-12.79639723798904,0
MUR,Energy,0.1056,0.1654,0.3479,9.9842,0.016,-53.85416213008229,0
CXO,Energy,0.1019,0.2023,0.6745,20.3988,0.1467,-8.0684994835682,0
HLX,Energy,0.118,0.1762,0.3335,11.7297,0.2631,-75.7156035736986,0
HP,Energy,0.1445,0.1901,0.0162,15.0107,0.0969,-17.024312630114558,0
PBF,Energy,-0.0314,-0.0019,1.0081,0.0,0.0353,44.72884026665478,1
CNQ,Energy,0.136,0.2083,0.4846,9.9674,0.0698,-26.50456683198124,0
CNX,Energy,0.0306,0.0509,0.6099,47.5929,-0.0289999999999999,-76.8341270190123,0
OII,Energy,0.2584,0.1169999999999999,0.4486,14.6294,0.1134,-34.715479938095086,0
PSX,Energy,0.2206,0.0289999999999999,0.4,8.5357,-0.0613,16.192672759666475,1
RRC,Energy,0.1835,0.2615,0.8766,14.0289,0.3703,-55.386439688894,0
FET,Energy,0.125,0.1002,0.3019,11.0266,0.1409,-40.525061649693534,0
FANG,Energy,0.1107,0.3909,0.3846,16.2888,1.3832,11.630242632994412,1
NOG,Energy,0.2124,0.2752,1.0464,2.0926,0.7721,-33.21799731865731,0
GTE,Energy,-0.1342,-0.3063,0.0,0.0,-0.1353,-44.78371400933594,0
ENB,Energy,0.0837,0.0373,2.1432,42.9778,0.047,-31.971792544774537,0
TRP,Energy,0.0965,0.1807,1.4884,23.1932,0.0601,-28.97394576085707,0
BTE,Energy,-0.053,-0.0868,0.8227,0.0,0.2559,-79.79495459407045,0
CRC,Energy,-0.5492,-0.3436,2.4358,0.0,-0.0259,-56.93084606901876,0
PEIX,Energy,0.0997,0.0192,0.1905,11.1075,0.2189999999999999,-56.307126205201605,0
PDS,Energy,0.0136,0.0141,0.7587,63.9916,0.0603,-32.05433134591939,0
TCP,Energy,0.1272,0.5119,1.2537,26.6742,-0.0147,-27.35829730325524,0
EQT,Energy,0.0844,0.1567,0.6508,16.1602,0.3264,-32.562696578864696,0
OIS,Energy,0.1335,0.0984,0.1099,14.6847,0.1169,-43.97615061278281,0
SEMG,Energy,0.0254,0.0138,0.6674,99.1159,0.4874,-57.12021294467555,0
PAGP,Energy,0.0422,0.0016,6.3518,53.5,0.0288,-63.03777863659909,0
REGI,Energy,0.1073,0.0649,0.3436,4.855,-0.1497,-5.1072523181640666,0
ENLC,Energy,0.0431,0.0353,0.7027,64.6545,0.5279,-56.30513551320929,0
MPLX,Energy,0.2648,0.1526,1.4092,47.4129,0.6317,-46.56574045391021,0
EC,Energy,0.1073,0.0765,0.7482,16.6052,-0.2188,-54.0857309169332,0
DO,Energy,0.0869,0.1375,0.5042,13.0177,-0.0362,-42.30574218256175,0
AROC,Energy,0.0356,0.0635,1.1847,35.8022,0.1117,-76.85610520923862,0
DNOW,Energy,0.059,0.0283,0.0,24.0467,-0.0445,-39.13043542076339,0
REI,Energy,0.0591,0.2211,0.0,30.8824,2.6924,-33.5532477015864,0
DRQ,Energy,0.1676,0.2242,0.0,14.6992,0.0672,-22.62573849645819,0
MTDR,Energy,0.1279,0.2563,0.3903,12.8038,0.6568,-4.261497225292607,0
NGL,Energy,0.0312,0.0049,1.0723,73.5882,1.1955,-57.38479388211114,0
HFC,Energy,0.0509,0.0142,0.1909,26.3944,-0.0197,6.882662873381031,1
MMP,Energy,0.4494,0.3557,1.5881,22.4011,0.2118,-16.566108121088575,0
GPOR,Energy,0.1077,0.3688,0.3064,14.3931,1.5528,-42.83387632268504,0
WES,Energy,0.2083,0.1878,1.7532,59.049,0.4126,-41.05720869053787,0
PDCE,Energy,0.1367,0.1815,0.5763,9.5092,1.1805,29.374704894878093,1
MRC,Energy,0.1031,0.0243,1.0404,10.7447,0.1342,-15.906131093786096,0
CPG,Energy,0.0501,0.1208,0.2896,22.0592,0.4446,-43.12669032759669,0
IMO,Energy,0.168,0.1024,0.3059,11.1859,0.0279,-22.732590113166943,0
DK,Energy,0.1983,0.0283,0.5863,8.071,-0.1938,-11.916183076690784,0
DCP,Energy,0.1413,0.1161,0.7665,15.9965,0.1937,-42.91079397251548,0
CNXM,Energy,0.0524,0.1181,0.1066,92.7692,0.9835,-59.14875676648501,0
TK,Energy,-0.0499,-0.0275,6.1143,0.0,0.0895,-79.41798964788647,0
YPF,Energy,0.1239,0.0634,0.6789,9.7805,0.2103,-39.44716403308999,0
NS,Energy,0.1228,0.0685,1.6469,27.5,-0.1122,-26.787779866815768,0
MCF,Energy,-0.0385,-0.0791,0.1117,0.0,1.1734,-78.41024004004596,0
SNP,Energy,0.0786,0.0165,0.5549,12.5443,-0.0386,-20.370551179869,0
TTI,Energy,-0.4589,-0.1575,2.5291,0.0,0.1849,24.2227755198185,1
EQM,Energy,0.2831,0.5822,0.6326,24.9292,0.382,-12.470369295993592,0
INT,Energy,0.121,0.0052,0.3718,14.8044,0.044,-18.42208555756032,0
BAS,Energy,-0.0243,-0.0056,2.7175,0.0,0.1808,-61.38328525813589,0
GEL,Energy,0.0864,0.0276,1.2864,35.9492,-0.0698,-13.1748307177647,0
HEP,Energy,0.2975,0.3173,2.444,24.925,0.0897,6.71077853692415,1
MTRX,Energy,0.1277,0.0284,0.0414,24.1103,0.4151,-7.643879825028205,0
TOT,Energy,0.047,0.02,0.6266,27.3797,-0.07,-6.952192786312582,0
ERF,Energy,0.1345,0.1699,0.5114,7.6403,0.2323,-61.67666843977656,0
NFG,Energy,0.1242,0.1417,0.7148,19.605,0.155,-37.090946547455815,0
USAC,Energy,0.0297,0.1126,0.7086,27.65,0.4485,-25.98319492915744,0
PBA,Energy,0.0604,0.0631,0.4515,39.5417,0.1101,-36.47161671972746,0
ENBL,Energy,0.0603,0.1574,0.2894,15.1484,0.3528,-49.437801041295,0
NR,Energy,0.1635,0.0914,0.2912,7.7561,0.073,-44.36248327552666,0
CLMT,Energy,-0.1385,-0.0194,2.0721,0.0,0.0682,-6.363313748796222,0
FTK,Energy,0.1752,0.1676,0.1439,18.9192,-0.138,-39.01919274621903,0
AXAS,Energy,0.3049,0.4729,0.3797,4.5938,0.449,-64.30976658018575,0
PTR,Energy,0.0911,0.0469,0.4587,11.649,-0.0099,-38.947604338602574,0
SSL,Energy,0.173,0.1459,0.1573,12.9038,0.1136,-24.900426805771044,0
E,Energy,0.0144,0.0087,0.4333,40.0482,-0.1231,-9.677015627551633,0
CRR,Energy,0.0716,0.0857,0.0322,16.6183,-0.0286,-55.76008339976697,0
ZN,Energy,-0.6422,0.0,0.0,0.0,0.0,34.78261019797467,1
FI,Energy,0.1312,0.138,0.0003,16.1456,0.0695,6.170401605862978,1
